name,RA [deg],DEC [deg],zlens,type,grading,ref
020152-041103,30.4678,-4.1842,0.897,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020201-063540,30.5049,-6.5945,0.418,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020208-102006,30.5353,-10.3351,0.463,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020232-071803,30.6355,-7.3009,0.463,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020242-082113,30.6764,-8.3537,0.513,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020308-100941,30.7845,-10.1616,0.368,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020328-065719,30.8688,-6.9555,0.735,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020338-051901,30.9097,-5.3171,0.432,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020341-074722,30.9223,-7.7897,0.452,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020342-035331,30.9269,-3.892,0.289,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020347-111201,30.9476,-11.2003,0.922,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020353-100703,30.9739,-10.1176,0.562,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020404-071418,31.0208,-7.2386,0.382,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020408-061206,31.0368,-6.2019,0.44,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020420-060940,31.0875,-6.1613,0.53,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020425-060411,31.1071,-6.0699,0.789,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020442-080650,31.1768,-8.1141,0.391,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020451-100638,31.2131,-10.1106,0.414,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020518-084524,31.3269,-8.7567,0.566,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020523-080504,31.346,-8.0847,0.429,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020542-083423,31.428,-8.5732,0.645,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020601-043549,31.5054,-4.5972,0.389,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020601-110253,31.5072,-11.0481,0.849,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020603-094354,31.5153,-9.7317,0.679,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020608-040928,31.5369,-4.1578,0.377,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020646-042416,31.6926,-4.4046,0.634,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020649-094957,31.7073,-9.8328,0.411,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020651-075329,31.7162,-7.8916,0.792,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020752-081759,31.967,-8.2997,0.501,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020817-073058,32.0709,-7.5162,0.518,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020828-043254,32.1203,-4.5485,0.732,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020828-045651,32.1184,-4.9476,0.329,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020833-072434,32.1414,-7.4097,0.423,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020848-073833,32.2016,-7.6427,0.688,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020850-070217,32.2098,-7.0382,0.511,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020855-090122,32.2311,-9.0228,0.446,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020902-044814,32.2623,-4.8041,0.757,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020909-063207,32.2899,-6.5354,0.48,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020922-062506,32.3451,-6.4184,0.701,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020925-072723,32.3577,-7.4565,0.536,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021000-101256,32.5018,-10.2156,0.423,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021001-074648,32.5065,-7.78,0.42,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021003-054006,32.5158,-5.6685,0.377,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021025-043307,32.6056,-4.5522,0.651,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021035-082837,32.6498,-8.4771,0.725,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021040-074249,32.6706,-7.7138,0.708,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021057-061238,32.7415,-6.2107,0.387,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021101-085555,32.7568,-8.932,0.562,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021119-110308,32.8297,-11.0524,0.452,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021121-041649,32.8405,-4.2803,0.397,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021121-082353,32.8381,-8.3982,0.364,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021122-104950,32.8438,-10.8308,0.508,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021124-063951,32.8521,-6.6642,0.488,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021155-075506,32.9801,-7.9185,0.375,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021213-054849,33.0569,-5.8138,0.429,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021222-042002,33.0948,-4.334,0.528,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021223-034530,33.0972,-3.7586,0.516,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021228-074558,33.118,-7.7664,0.736,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021230-074727,33.1264,-7.7909,0.951,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021237-091137,33.1569,-9.1939,0.459,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021256-041555,33.2337,-4.2654,0.398,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021303-064201,33.2644,-6.7005,0.429,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021306-102026,33.2756,-10.3406,0.334,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021323-065210,33.3496,-6.8696,0.568,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021326-090618,33.362,-9.1052,0.391,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021429-070746,33.6247,-7.1295,0.786,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021439-092631,33.6643,-9.4421,0.898,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021535-080008,33.8968,-8.0024,0.447,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021548-034752,33.9504,-3.7979,0.577,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021613-061857,34.0582,-6.3161,0.824,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021650-035948,34.2113,-3.9968,0.34,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021714-081909,34.3096,-8.3194,0.396,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021718-052921,34.3288,-5.4892,0.378,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021725-085314,34.3578,-8.8872,0.481,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021810-090954,34.5433,-9.1651,0.297,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021823-053921,34.5983,-5.6559,0.814,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021826-071727,34.612,-7.291,0.474,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021829-060735,34.6228,-6.1266,0.903,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021917-070239,34.8214,-7.0444,0.345,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021923-053842,34.847,-5.6451,0.902,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021940-075456,34.917,-7.9158,0.583,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021950-055706,34.9596,-5.9518,0.769,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021959-040607,34.9978,-4.102,0.807,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022005-035818,35.0221,-3.9719,0.449,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022016-102446,35.0688,-10.4129,0.614,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022046-100601,35.1927,-10.1005,0.694,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022128-065953,35.3684,-6.9981,0.494,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022133-075238,35.3899,-7.8774,0.372,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022212-052610,35.5504,-5.4362,0.642,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022245-100912,35.6883,-10.1535,0.747,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022355-105518,35.9811,-10.9217,0.948,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022359-073401,35.9971,-7.5671,0.614,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022428-044422,36.1191,-4.7397,0.392,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022458-050152,36.2421,-5.0312,0.405,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022527-035128,36.3644,-3.8579,0.388,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022536-041517,36.4031,-4.2549,0.631,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022559-091844,36.4992,-9.3124,0.366,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022603-094551,36.5152,-9.7643,0.229,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022611-040646,36.5486,-4.113,0.453,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022612-072040,36.5508,-7.3447,0.476,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022617-103728,36.5744,-10.6246,0.395,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022633-034904,36.6385,-3.818,0.652,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022637-073627,36.6573,-7.6077,0.786,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022658-080037,36.7455,-8.0105,0.45,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022708-085753,36.7871,-8.9648,0.481,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022817-080242,37.0727,-8.0452,0.437,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022820-094416,37.0851,-9.7378,0.475,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022821-085203,37.0906,-8.8675,0.796,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022834-074003,37.1435,-7.6677,1.016,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022834-084314,37.1431,-8.7207,0.493,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022841-061729,37.1721,-6.2914,0.7,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022914-080515,37.3097,-8.0877,0.752,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022915-060902,37.3153,-6.1507,0.732,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022923-104425,37.3498,-10.7403,0.337,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022942-041529,37.4263,-4.2582,1.002,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023010-110409,37.542,-11.0694,0.896,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023026-044654,37.6092,-4.7819,0.698,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023031-065103,37.6307,-6.851,0.66,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023047-110210,37.6981,-11.0363,1.002,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023049-094140,37.7056,-9.6946,0.703,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023134-044922,37.8937,-4.8229,0.42,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023145-061313,37.9407,-6.2205,0.41,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023148-100603,37.9501,-10.1011,0.766,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023150-041730,37.9618,-4.2917,0.838,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023152-103008,37.9685,-10.5025,0.342,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023248-063321,38.2014,-6.556,0.461,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023253-083436,38.2216,-8.5769,0.359,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023255-062123,38.2318,-6.3564,0.43,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023322-055202,38.3417,-5.8674,0.462,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023325-053104,38.3547,-5.5178,0.467,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023431-095636,38.6329,-9.9435,0.759,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023444-064832,38.6843,-6.8091,0.728,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023511-051752,38.7968,-5.2978,0.42,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084838-035319,132.16,-3.8887,0.738,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084847-035103,132.1968,-3.8511,0.885,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084921-024531,132.3383,-2.7588,0.514,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084924-031521,132.354,-3.2559,0.335,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084941-051650,132.4216,-5.2808,0.392,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084959-025142,132.499,-2.8619,0.305,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085009-024703,132.5397,-2.7842,0.437,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085018-023240,132.5784,-2.5447,0.731,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085039-025458,132.6658,-2.9162,0.717,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085046-041458,132.6918,-4.2496,0.393,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085135-041456,132.8989,-4.249,0.648,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085203-040111,133.0161,-4.0198,0.636,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085233-051502,133.1381,-5.2506,0.696,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085317-020312,133.3233,-2.0535,0.706,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085327-023745,133.3655,-2.6292,0.109,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085508-030607,133.7865,-3.102,0.613,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085713-043809,134.3052,-4.636,0.491,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085719-023807,134.3328,-2.6355,0.971,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085749-023455,134.4549,-2.5821,0.72,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085816-030954,134.5704,-3.1652,0.872,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085907-042147,134.78,-4.3631,0.379,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085912-032248,134.8003,-3.3801,0.907,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085953-041754,134.9723,-4.2986,0.436,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090019-014745,135.0805,-1.7961,0.546,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090036-051944,135.1506,-5.329,0.711,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090154-034046,135.4761,-3.6795,0.484,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090216-014057,135.5702,-1.6828,0.401,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090217-015130,135.5743,-1.8585,0.392,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090604-035611,136.5195,-3.9365,0.776,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090630-043236,136.6269,-4.5435,0.512,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090650-033108,136.7089,-3.5191,0.949,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090706-013055,136.7761,-1.5153,0.43,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135503+564447,208.7649,56.7465,0.803,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135552+555806,208.9682,55.9684,0.452,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135634+552912,209.1426,55.4869,0.575,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135655+573550,209.2315,57.5972,0.927,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135738+554822,209.411,55.8061,0.494,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135804+551506,209.5202,55.2517,0.422,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135851+563515,209.7126,56.5876,0.552,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140021+513122,210.0897,51.523,0.523,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140022+545804,210.0947,54.968,0.703,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140042+560042,210.1775,56.0118,0.568,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140139+522037,210.4125,52.3437,0.668,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140212+574516,210.5509,57.7547,0.458,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140221+550534,210.5897,55.093,0.454,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140222+541003,210.5932,54.1676,0.336,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140225+563946,210.6061,56.6629,0.662,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140254+550516,210.7288,55.0878,0.354,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140254+551324,210.7255,55.2234,0.541,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140257+520712,210.7412,52.1201,0.647,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140313+543839,210.806,54.6442,0.375,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140340+555229,210.9207,55.8749,0.771,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140340+564607,210.9173,56.7688,0.689,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140414+555205,211.0606,55.8681,0.737,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140424+513845,211.1027,51.6459,0.641,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140458+522549,211.2449,52.4305,0.4,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140503+555441,211.2651,55.9117,0.71,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140517+543549,211.3248,54.5971,0.726,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140523+512403,211.3469,51.4009,0.605,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140535+571811,211.3971,57.3032,0.652,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140546+524311,211.4426,52.7198,0.546,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140635+542325,211.6471,54.3904,0.817,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140717+513522,211.822,51.5896,0.367,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140732+543408,211.8857,54.569,0.411,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140751+550230,211.964,55.0417,0.359,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140855+524452,212.2298,52.7479,0.492,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140910+544645,212.2918,54.7794,0.699,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140935+541711,212.3998,54.2864,0.837,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140949+524818,212.4549,52.805,0.437,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141017+535335,212.5729,53.8932,0.731,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141023+531635,212.5969,53.2766,0.394,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141056+533225,212.7364,53.5405,0.717,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141139+535339,212.9133,53.8944,0.458,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141206+535059,213.0268,53.8498,0.45,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141211+574514,213.0495,57.7541,0.767,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141216+534223,213.0681,53.7064,0.591,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
